name,category_list,market,funding_total_usd,status,country_code,city,funding_rounds,founded_at,first_funding_at,last_funding_at,venture,debt_financing,private_equity,stage_level,early_stage_funding,log_funding_total_usd,log_funding_rounds,log_early_stage_funding,log_venture,log_debt_financing,log_private_equity,Cluster
Earth Class Mail,|Email|Messaging|, Email ,21400000.0,operating,USA,Beaverton,4.0,2004-01-01,2006-01-01,2008-10-01,18400000.0,0.0,0.0,1,3000000.0,16.87890152672105,1.6094379124341003,14.914123179965662,16.72786127692704,0.0,0.0,3
Earth Networks,|Clean Technology|, Clean Technology ,5900008.0,operating,USA,Germantown,1.0,1993-01-01,2013-03-04,2013-03-04,0.0,0.0,0.0,0,5900008.0,15.590464434298513,0.6931471805599453,15.590464434298513,0.0,0.0,0.0,0
Earth Renewable Technologies,|Local Businesses|, Local Businesses ,400000.0,operating,USA,Brevard,1.0,2009-01-01,2012-08-28,2012-08-28,0.0,0.0,0.0,0,400000.0,12.899222326086994,0.6931471805599453,12.899222326086994,0.0,0.0,0.0,0
Earthineer,|Social Network Media|Marketplaces|, Social Network Media ,187500.0,operating,USA,Glencoe,1.0,2011-01-01,2014-03-20,2014-03-20,187500.0,0.0,0.0,0,0.0,12.141539457711714,0.6931471805599453,0.0,12.141539457711714,0.0,0.0,0
EarthLink,|Curated Web|, Curated Web ,23598258.0,operating,USA,Atlanta,1.0,1994-01-01,2011-04-12,2011-04-12,23598258.0,0.0,0.0,0,0.0,16.97668349608817,0.6931471805599453,0.0,16.97668349608817,0.0,0.0,0
EARTHNET,|Software|, Software ,1999999.0,operating,USA,Boulder,1.0,1994-01-01,2014-08-14,2014-08-14,1999999.0,0.0,0.0,0,0.0,14.508657738524219,0.6931471805599453,0.0,14.508657738524219,0.0,0.0,0
EARTHTORY,|Travel|, Travel ,150000.0,operating,KOR,Seoul,1.0,2012-09-01,2014-03-01,2014-03-01,0.0,0.0,0.0,0,150000.0,11.918397239722838,0.6931471805599453,11.918397239722838,0.0,0.0,0.0,0
Ease My Sell,|Freelancers|Internet|E-Commerce|, Freelancers ,200000.0,operating,IND,Mumbai,1.0,2012-03-06,2012-06-04,2012-06-04,0.0,0.0,0.0,0,200000.0,12.206077645517674,0.6931471805599453,12.206077645517674,0.0,0.0,0.0,0
Easel Learn,|K-12 Education|Colleges|Education|, K-12 Education ,40000.0,operating,USA,Cleveland,2.0,2012-08-06,2012-08-06,2013-01-15,0.0,0.0,0.0,0,40000.0,10.596659732783579,1.0986122886681098,10.596659732783579,0.0,0.0,0.0,0
eASIC,|Semiconductors|, Semiconductors ,139143676.0,operating,USA,Santa Clara,9.0,1999-01-01,2004-05-28,2013-09-11,107116000.0,0.0,23500000.0,5,0.0,18.751017604731263,2.302585092994046,0.0,18.489422926686185,0.0,16.97251102166758,2
Easiest Credit Card To Get Approved For,|Credit Cards|Curated Web|, Credit Cards ,25000.0,closed,USA,Brentwood,1.0,2012-05-11,2012-05-01,2012-05-01,0.0,0.0,0.0,0,25000.0,10.12667110305036,0.6931471805599453,10.12667110305036,0.0,0.0,0.0,0
EasilyDo,|Search|Email|Contact Management|Events|iPhone|Facebook Applications|Productivity Software|Networking|Social Media|Mobile|, iPhone ,4300000.0,operating,USA,Mountain View,1.0,,2012-12-14,2012-12-14,4300000.0,0.0,0.0,0,0.0,15.274125813221904,0.6931471805599453,0.0,15.274125813221904,0.0,0.0,0
Easpring Material Technology,|Clean Technology|, Clean Technology ,3883928.0,operating,CHN,Beijing,1.0,,2007-11-01,2007-11-01,3883928.0,0.0,0.0,1,0.0,15.172357828102685,0.6931471805599453,0.0,15.172357828102685,0.0,0.0,0
East Central Mental Health,|Health and Wellness|, Health and Wellness ,5000000.0,operating,USA,Troy,1.0,1988-08-10,2010-08-10,2010-08-10,0.0,0.0,0.0,0,5000000.0,15.424948670398354,0.6931471805599453,15.424948670398354,0.0,0.0,0.0,0
East End Manufacturing,|Fashion|, Fashion ,228372.0,operating,GBR,London,1.0,2012-01-01,2013-04-22,2013-04-22,228372.0,0.0,0.0,0,0.0,12.338735536115962,0.6931471805599453,0.0,12.338735536115962,0.0,0.0,0
Eastbeam,|Games|, Games ,3591900.0,operating,JPN,Tokyo,1.0,,2006-02-07,2006-02-07,3591900.0,0.0,0.0,0,0.0,15.094192146777193,0.6931471805599453,0.0,15.094192146777193,0.0,0.0,0
EastMeetEast,|Online Dating|Social Media|, Social Media ,580000.0,operating,USA,New York,1.0,2013-01-01,2014-06-13,2014-06-13,0.0,0.0,0.0,0,580000.0,13.270785106659046,0.6931471805599453,13.270785106659046,0.0,0.0,0.0,0
Easy Bill Online,|Email|Collaboration|Task Management|Lead Management|Automotive|Project Management|Tracking|CRM|Public Relations|, Tracking ,100000.0,closed,CAN,Edmonton,1.0,2003-01-09,2007-11-01,2007-11-01,0.0,100000.0,0.0,0,0.0,11.51293546492023,0.6931471805599453,0.0,0.0,11.51293546492023,0.0,1
Easy Eye,|Diagnostics|Technology|Eyewear|, Eyewear ,30000.0,operating,,,1.0,,2014-08-28,2014-08-28,0.0,0.0,0.0,0,30000.0,10.308985993422082,0.6931471805599453,10.308985993422082,0.0,0.0,0.0,0
Easy Metrics,|Software|, Software ,6700003.0,operating,USA,Kent,2.0,1996-01-01,2013-09-11,2013-09-20,3300000.0,0.0,3400003.0,1,0.0,15.717618681375942,1.0986122886681098,0.0,15.009433329466965,0.0,15.039287166056287,2
Easy Pairings,|Marketplaces|Restaurants|Recruiting|Employment|Hospitality|Networking|Human Resources|Technology|Curated Web|, Recruiting ,40000.0,operating,USA,New York,1.0,2012-09-01,2013-01-07,2013-01-07,0.0,0.0,0.0,0,40000.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,0
Easy Social Shop,|Social Network Media|Retail|Fashion|E-Commerce|, Fashion ,2100000.0,operating,ISR,Tel Aviv,4.0,2011-01-01,2012-11-07,2014-02-05,0.0,0.0,0.0,0,2100000.0,14.557448378884015,1.6094379124341003,14.557448378884015,0.0,0.0,0.0,0
Easy Solutions,|Security|, Security ,14200000.0,operating,USA,Fort Lauderdale,2.0,2007-01-01,2010-05-16,2013-05-28,14200000.0,0.0,0.0,2,0.0,16.468752592994022,1.0986122886681098,0.0,16.468752592994022,0.0,0.0,3
Easy Taxi,|Consumers|SaaS|Mobile|, SaaS ,77000000.0,operating,BRA,São Paulo,5.0,2011-06-24,2012-10-01,2014-07-26,77000000.0,0.0,0.0,4,0.0,18.15931599280497,1.791759469228055,0.0,18.15931599280497,0.0,0.0,3
Easy Vino,|Apps|Mobile|Reviews and Recommendations|Restaurants|Wine And Spirits|Hospitality|, Restaurants ,40000.0,operating,BRA,São Paulo,1.0,2012-06-01,2012-10-20,2012-10-20,0.0,0.0,0.0,0,40000.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,0
Easy Voyage,|Travel|, Travel ,45943240.0,operating,FRA,Paris,2.0,2008-01-01,2009-10-01,2009-10-01,30677290.0,15265950.0,0.0,0,0.0,17.64291730127837,1.0986122886681098,0.0,17.239033231998942,16.541135481588253,0.0,1
easy2comply (Dynasec),|Software|, Software ,1000000.0,acquired,USA,New York,1.0,2002-01-01,2007-10-02,2007-10-02,1000000.0,0.0,0.0,1,0.0,13.815511557963774,0.6931471805599453,0.0,13.815511557963774,0.0,0.0,0
easy2map,|Freemium|Maps|Software|, Freemium ,36000.0,operating,ZAF,Cape Town,2.0,2011-06-01,2012-11-01,2013-02-01,0.0,0.0,0.0,0,36000.0,10.491301994830229,1.0986122886681098,10.491301994830229,0.0,0.0,0.0,0
Easycause,|Software|, Software ,150000.0,operating,USA,Davis,1.0,2011-01-01,2012-01-23,2012-01-23,0.0,0.0,0.0,0,150000.0,11.918397239722838,0.6931471805599453,11.918397239722838,0.0,0.0,0.0,0
Easyclass.com,|Systems|Software|Education|, Systems ,1000000.0,operating,GBR,London,1.0,2013-08-01,2013-09-01,2013-09-01,0.0,0.0,0.0,0,1000000.0,13.815511557963774,0.6931471805599453,13.815511557963774,0.0,0.0,0.0,0
easyfolio,|Finance|Investment Management|Financial Services|, Finance ,1096107.0,operating,DEU,Munich,2.0,2014-04-01,2009-04-01,2013-04-01,897666.0,0.0,0.0,1,198441.0,13.907276281781321,1.0986122886681098,12.19825214497738,13.707554454458643,0.0,0.0,0
EasyLink,|Web Development|Web Design|Web Hosting|, Web Hosting ,5400000.0,operating,IND,Chennai,1.0,1995-04-14,2006-04-13,2006-04-13,5400000.0,0.0,0.0,0,0.0,15.501909696719672,0.6931471805599453,0.0,15.501909696719672,0.0,0.0,0
easyOwn.it,|Social Network Media|Social Commerce|Advertising|Shopping|Mobile Commerce|E-Commerce|, Shopping ,138000.0,closed,CHE,Euthal,1.0,2011-04-10,2011-05-01,2011-05-01,0.0,0.0,0.0,0,138000.0,11.835016210489899,0.6931471805599453,11.835016210489899,0.0,0.0,0.0,0
EasyPaint,|Marketplaces|Bridging Online and Offline|, Marketplaces ,80000.0,operating,USA,San Francisco,1.0,2012-01-01,2012-01-01,2012-01-01,0.0,0.0,0.0,0,80000.0,11.289794413577894,0.6931471805599453,11.289794413577894,0.0,0.0,0.0,0
EasyPost,|Shipping|, Shipping ,3100000.0,operating,USA,San Francisco,2.0,2012-09-01,2013-06-06,2014-01-01,0.0,0.0,0.0,0,3100000.0,14.946912992035967,1.0986122886681098,14.946912992035967,0.0,0.0,0.0,0
EasyProperty,|Online Rental|Property Management|Rental Housing|Real Estate|, Rental Housing ,23743099.0,operating,GBR,London,3.0,2013-01-01,2013-03-01,2014-10-01,0.0,0.0,0.0,0,7934425.0,16.982802519918188,1.3862943611198906,15.886721571581974,0.0,0.0,0.0,0
EasyProve,|Document Management|Enterprise Software|, Document Management ,20118.0,operating,LTU,Vilnius,1.0,2011-04-01,2012-02-26,2012-02-26,0.0,0.0,0.0,0,20118.0,9.909419921189237,0.6931471805599453,9.909419921189237,0.0,0.0,0.0,0
EasySize,|Fashion|E-Commerce|, E-Commerce ,19299.0,operating,DNK,Copenhagen,1.0,2013-09-05,2013-09-02,2013-09-02,0.0,0.0,0.0,0,19299.0,9.867860374892977,0.6931471805599453,9.867860374892977,0.0,0.0,0.0,0
Easyworks Universe,|Social Media|, Social Media ,84751.0,operating,KOR,Seoul,1.0,2012-07-27,2012-06-01,2012-06-01,84751.0,0.0,0.0,0,0.0,11.347484623784307,0.6931471805599453,0.0,11.347484623784307,0.0,0.0,0
EAT Club,|E-Commerce|Hospitality|, E-Commerce ,16500000.0,operating,USA,Palo Alto,3.0,2010-01-01,2011-06-01,2014-06-28,15000000.0,0.0,0.0,2,1500000.0,16.61887099947687,1.3862943611198906,14.220976332738882,16.52356082573315,0.0,0.0,3
EatEasily.com,|E-Commerce|, E-Commerce ,1250000.0,operating,ARE,Dubai,1.0,2012-12-01,2014-11-26,2014-11-26,0.0,0.0,0.0,0,1250000.0,14.038654909278163,0.6931471805599453,14.038654909278163,0.0,0.0,0.0,0
Eating Recovery Center,|Health Care|, Health Care ,5493124.0,operating,USA,Denver,1.0,2008-01-01,2010-05-27,2010-05-27,5493124.0,0.0,0.0,0,0.0,15.519007868301047,0.6931471805599453,0.0,15.519007868301047,0.0,0.0,0
EATON,|Automotive|Electrical Distribution|Hardware + Software|, Automotive ,2400000.0,acquired,USA,Cleveland,1.0,1911-01-01,2013-07-30,2013-07-30,0.0,0.0,0.0,0,2400000.0,14.690979711984754,0.6931471805599453,14.690979711984754,0.0,0.0,0.0,0
EatOye Pvt. Ltd.,|Marketplaces|Hospitality|, Marketplaces ,2500000.0,operating,PAK,Karachi,1.0,2013-06-14,2013-03-01,2013-03-01,0.0,0.0,0.0,0,2500000.0,14.731801689838349,0.6931471805599453,14.731801689838349,0.0,0.0,0.0,0
EatStreet,|Restaurants|Hospitality|, Restaurants ,12125000.0,operating,USA,Madison,4.0,2010-01-01,2012-06-04,2014-10-07,12000000.0,0.0,0.0,2,125000.0,16.310780077262045,1.6094379124341003,11.736077016252437,16.300417291085605,0.0,0.0,3
EatWith,|Travel|Curated Web|, Travel ,8000000.0,operating,USA,San Francisco,1.0,2012-02-07,2014-09-18,2014-09-18,8000000.0,0.0,0.0,1,0.0,15.894952224644102,0.6931471805599453,0.0,15.894952224644102,0.0,0.0,0
Eaze,|Mobile Commerce|, Mobile Commerce ,1500000.0,operating,USA,San Francisco,1.0,,2014-11-05,2014-11-05,0.0,0.0,0.0,0,1500000.0,14.220976332738882,0.6931471805599453,14.220976332738882,0.0,0.0,0.0,0
eÇift,|Curated Web|, Curated Web ,4018200.0,operating,TUR,Istanbul,2.0,2009-01-01,2009-01-01,2011-12-06,4018200.0,0.0,0.0,0,0.0,15.206344847993817,1.0986122886681098,0.0,15.206344847993817,0.0,0.0,0
EB Holdings,|Biotechnology|, Biotechnology ,107676692.0,operating,USA,Avon,1.0,2010-01-01,2010-08-26,2010-08-26,107676692.0,0.0,0.0,0,0.0,18.494643712022075,0.6931471805599453,0.0,18.494643712022075,0.0,0.0,0
eBaoTech,|Software|, Software ,36000000.0,operating,CHN,Shanghai,1.0,2000-01-01,2013-02-05,2013-02-05,0.0,0.0,36000000.0,0,0.0,17.399029524198163,0.6931471805599453,0.0,0.0,0.0,17.399029524198163,2
eBay,|Internet|Business Services|All Markets|Search|Auctions|E-Commerce|, Business Services ,6700000.0,operating,USA,San Jose,1.0,1995-09-01,1997-06-01,1997-06-01,6700000.0,0.0,0.0,0,0.0,15.717618233614914,0.6931471805599453,0.0,15.717618233614914,0.0,0.0,0
EBDSoft,|Web CMS|Software|, Web CMS ,4550000.0,operating,USA,Foster City,1.0,1997-01-01,2008-03-03,2008-03-03,4550000.0,0.0,0.0,0,0.0,15.330638010707329,0.6931471805599453,0.0,15.330638010707329,0.0,0.0,0
eBillme,|E-Commerce|, E-Commerce ,23000000.0,closed,USA,Rye,2.0,2004-10-01,2006-09-20,2008-09-01,23000000.0,0.0,0.0,0,0.0,16.951004817371683,1.0986122886681098,0.0,16.951004817371683,0.0,0.0,0
ebindle,|Product Search|Online Shopping|E-Commerce Platforms|Reviews and Recommendations|Search|Price Comparison|, Product Search ,400000.0,operating,USA,New York,2.0,2012-06-05,2013-04-15,2014-06-30,0.0,0.0,0.0,0,400000.0,12.899222326086994,1.0986122886681098,12.899222326086994,0.0,0.0,0.0,0
eBioscience,|Biotechnology|, Biotechnology ,55000000.0,operating,USA,San Diego,1.0,,2011-02-11,2011-02-11,55000000.0,0.0,0.0,0,0.0,17.822843761378564,0.6931471805599453,0.0,17.822843761378564,0.0,0.0,0
EBIQUOUS,|Software|, Software ,40000.0,operating,CHL,Santiago,1.0,2011-02-01,2012-02-09,2012-02-09,0.0,0.0,0.0,0,40000.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,0
Ebix,|Software|, Software ,25000000.0,operating,USA,Atlanta,1.0,1976-01-01,2009-10-15,2009-10-15,25000000.0,0.0,0.0,0,0.0,17.034386422832473,0.6931471805599453,0.0,17.034386422832473,0.0,0.0,0
eBIZ.mobility,|E-Commerce|, E-Commerce ,1100000.0,closed,ISR,Bet Shemesh,1.0,2003-01-01,2009-03-02,2009-03-02,1100000.0,0.0,0.0,2,0.0,13.910821646859095,0.6931471805599453,0.0,13.910821646859095,0.0,0.0,3
eblizz,|Distribution|Social Buying|Social Media Marketing|E-Commerce|Digital Media|Networking|Software|Social Media|, Social Media Marketing ,650000.0,closed,USA,Los Angeles,1.0,,2008-01-01,2008-01-01,0.0,0.0,0.0,0,650000.0,13.384729180332174,0.6931471805599453,13.384729180332174,0.0,0.0,0.0,0
Ebook Glue,|Software|, Software ,20000.0,operating,USA,Phoenix,1.0,2012-12-24,2013-05-21,2013-05-21,0.0,0.0,0.0,0,20000.0,9.90353755128617,0.6931471805599453,9.90353755128617,0.0,0.0,0.0,0
EBOOKAPLACE,|E-Commerce|, E-Commerce ,1000000.0,closed,,,1.0,2010-01-01,2011-01-01,2011-01-01,0.0,0.0,0.0,0,1000000.0,13.815511557963774,0.6931471805599453,13.815511557963774,0.0,0.0,0.0,0
ebookpie,|E-Commerce|, E-Commerce ,50000.0,operating,USA,Broomfield,1.0,2007-01-01,2012-03-27,2012-03-27,0.0,0.0,0.0,0,50000.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,0
eBooks in Motion,|Digital Media|Automotive|SaaS|E-Commerce|, Automotive ,685000.0,operating,USA,Oceanside,2.0,2012-01-01,2013-11-16,2014-06-02,0.0,0.0,0.0,0,685000.0,13.437175577097312,1.0986122886681098,13.437175577097312,0.0,0.0,0.0,0
EBR Systems,|Medical|Biotechnology|, Medical ,79729839.0,operating,USA,Sunnyvale,4.0,2003-01-01,2005-10-01,2014-07-15,79729839.0,0.0,0.0,4,0.0,18.194154477703805,1.6094379124341003,0.0,18.194154477703805,0.0,0.0,3
eBrevia,|Software|, Software ,2134000.0,operating,USA,Stamford,8.0,2012-01-01,2012-03-02,2014-11-25,0.0,0.0,0.0,0,2109000.0,14.573509179447287,2.1972245773362196,14.561724933619168,0.0,0.0,0.0,0
ebridge,|Curated Web|, Curated Web ,2500000.0,operating,USA,Encino,1.0,1995-01-01,2010-09-30,2010-09-30,2500000.0,0.0,0.0,1,0.0,14.731801689838349,0.6931471805599453,0.0,14.731801689838349,0.0,0.0,0
eBrisk Video,|Software|, Software ,510000.0,operating,CAN,Vancouver,1.0,2009-01-01,2012-10-15,2012-10-15,510000.0,0.0,0.0,0,0.0,13.1421679654829,0.6931471805599453,0.0,13.1421679654829,0.0,0.0,0
Ebrun.com,|E-Commerce|, E-Commerce ,1500000.0,operating,,,1.0,2007-01-01,2012-06-01,2012-06-01,0.0,0.0,0.0,0,1500000.0,14.220976332738882,0.6931471805599453,14.220976332738882,0.0,0.0,0.0,0
EBS Technologies,|Biotechnology|, Biotechnology ,4345800.0,operating,DEU,Kleinmachnow,1.0,,2010-01-14,2010-01-14,4345800.0,0.0,0.0,2,0.0,15.284720649518675,0.6931471805599453,0.0,15.284720649518675,0.0,0.0,3
EBS Worldwide Services,|Advertising|, Advertising ,5500000.0,operating,IND,Mumbai,1.0,2000-01-01,2006-06-07,2006-06-07,5500000.0,0.0,0.0,0,0.0,15.520258832020865,0.6931471805599453,0.0,15.520258832020865,0.0,0.0,0
eBuddy,|Media|Databases|Messaging|, Messaging ,15873700.0,operating,USA,San Francisco,2.0,2003-09-01,2006-10-26,2008-02-05,15873700.0,0.0,0.0,2,0.0,16.580174272623385,1.0986122886681098,0.0,16.580174272623385,0.0,0.0,3
eBuilder,|Enterprises|Outsourcing|Information Technology|Enterprise Software|, Enterprises ,5626680.0,operating,SWE,Kista,1.0,,2009-08-26,2009-08-26,5626680.0,0.0,0.0,0,0.0,15.543030305854096,0.6931471805599453,0.0,15.543030305854096,0.0,0.0,0
eBureau,|Analytics|, Analytics ,38000000.0,operating,USA,Saint Cloud,4.0,2004-01-01,2004-01-01,2009-09-29,30000000.0,0.0,0.0,3,8000000.0,17.453096744006448,1.6094379124341003,15.894952224644102,17.216707972959764,0.0,0.0,3
Ebury,|Finance|, Finance ,36234003.0,operating,GBR,London,2.0,2009-01-01,2013-09-22,2014-06-23,5603526.0,0.0,30630477.0,0,0.0,17.40550857291164,1.0986122886681098,0.0,15.538906778879673,0.0,17.237506084302602,2
Ebyline,|Freelancers|News|, Freelancers ,6500000.0,operating,USA,Sherman Oaks,2.0,2009-08-09,2010-11-08,2011-10-12,6500000.0,0.0,0.0,2,0.0,15.687312888712007,1.0986122886681098,0.0,15.687312888712007,0.0,0.0,3
Ecal,|Sports|, Sports ,2300000.0,operating,AUS,Melbourne,2.0,2010-01-01,2010-01-01,2014-08-19,2000000.0,0.0,0.0,1,300000.0,14.648420115681892,1.0986122886681098,12.611541086966115,14.508658238524095,0.0,0.0,0
eCareDiary,|Enterprise Software|, Enterprise Software ,500000.0,operating,USA,Pittsburgh,1.0,2009-09-01,2009-09-01,2009-09-01,0.0,0.0,0.0,0,500000.0,13.122365377402328,0.6931471805599453,13.122365377402328,0.0,0.0,0.0,0
eCareer,|Advertising|, Advertising ,16000.0,operating,USA,Boca Raton,1.0,2009-11-01,2012-08-28,2012-08-28,16000.0,0.0,0.0,0,0.0,9.680406499268875,0.6931471805599453,0.0,9.680406499268875,0.0,0.0,0
eCaring,|Health Care|Hospitals|Senior Citizens|Telecommunications|Health Care Information Technology|mHealth|Software|, Health Care ,3500000.0,operating,USA,New York,1.0,2000-01-01,2014-04-16,2014-04-16,3500000.0,0.0,0.0,1,0.0,15.068273812173887,0.6931471805599453,0.0,15.068273812173887,0.0,0.0,0
Ecast,|Music|Games|, Music ,30300000.0,closed,USA,San Francisco,4.0,1999-01-01,2006-08-30,2011-05-26,30300000.0,0.0,0.0,4,0.0,17.226658303482896,1.6094379124341003,0.0,17.226658303482896,0.0,0.0,3
Eccentex Corporation,|Cloud Computing|Enterprise Software|, Cloud Computing ,7709323.0,operating,USA,Culver City,1.0,2005-01-01,2012-03-02,2012-03-02,0.0,0.0,7709323.0,0,0.0,15.857941063355723,0.6931471805599453,0.0,0.0,0.0,15.857941063355723,2
Ecelles Carson,|Stock Exchanges|Finance|Biotechnology|, Stock Exchanges ,1500000.0,,,,1.0,2000-06-01,2011-08-01,2011-08-01,0.0,0.0,0.0,0,1500000.0,14.220976332738882,0.6931471805599453,14.220976332738882,0.0,0.0,0.0,0
eCert,|Messaging|, Messaging ,8000000.0,operating,USA,San Francisco,1.0,,2010-10-19,2010-10-19,8000000.0,0.0,0.0,0,0.0,15.894952224644102,0.6931471805599453,0.0,15.894952224644102,0.0,0.0,0
Echelon,|Communications Hardware|Web Hosting|, Communications Hardware ,16000000.0,operating,USA,San Jose,1.0,,2011-03-04,2011-03-04,16000000.0,0.0,0.0,0,0.0,16.588099342704055,0.6931471805599453,0.0,16.588099342704055,0.0,0.0,0
Echo Automotive,|Automotive|, Automotive ,200000.0,,USA,Anderson,1.0,,2013-06-27,2013-06-27,0.0,0.0,200000.0,0,0.0,12.206077645517674,0.6931471805599453,0.0,0.0,0.0,12.206077645517674,2
Echo Global Logistics,|Transportation|Consulting|, Transportation ,17400000.0,operating,USA,Chicago,1.0,,2006-08-09,2006-08-09,17400000.0,0.0,0.0,4,0.0,16.67198082165602,0.6931471805599453,0.0,16.67198082165602,0.0,0.0,3
Echo it,|Human Resources|Social Media|, Human Resources ,60000.0,operating,DNK,Frederiksberg,1.0,2010-09-15,2010-09-30,2010-09-30,0.0,0.0,0.0,0,60000.0,11.002116507732017,0.6931471805599453,11.002116507732017,0.0,0.0,0.0,0
Echo Therapeutics,|Biotechnology|, Biotechnology ,38914126.0,operating,USA,Philadelphia,8.0,,2009-07-29,2013-12-19,24414126.0,0.0,0.0,0,2000000.0,17.476867904615062,2.1972245773362196,14.508658238524095,17.01067249813167,0.0,0.0,3
Echo360,|Education|, Education ,76552021.0,operating,USA,Dulles,6.0,2007-01-01,2010-04-07,2014-11-12,70784107.0,5767914.0,0.0,3,0.0,18.153481093827548,1.9459101490553132,0.0,18.07514507019146,15.567821221361225,0.0,1
echoBase,|Mobile|, Mobile ,1795083.0,operating,USA,Wake Forest,3.0,2009-01-01,2010-11-18,2013-03-13,1795083.0,0.0,0.0,0,0.0,14.400562375466968,1.3862943611198906,0.0,14.400562375466968,0.0,0.0,0
Echobit,|Software|, Software ,50000.0,operating,USA,Minneapolis,1.0,2006-08-01,2012-06-21,2012-06-21,50000.0,0.0,0.0,0,0.0,10.819798284210286,0.6931471805599453,0.0,10.819798284210286,0.0,0.0,0
Echobot Media Technologies GmbH,|Social Media|, Social Media ,980575.0,operating,DEU,Karlsruhe,1.0,2011-03-01,2013-03-01,2013-03-01,980575.0,0.0,0.0,1,0.0,13.795895433088416,0.6931471805599453,0.0,13.795895433088416,0.0,0.0,0
echoecho,|Android|iPhone|Geospatial|Location Based Services|Mobile|, Android ,1500000.0,operating,USA,Hermosa Beach,2.0,2010-01-01,2011-09-08,2012-05-07,0.0,0.0,0.0,0,1500000.0,14.220976332738882,1.0986122886681098,14.220976332738882,0.0,0.0,0.0,0
EchoFirst,|Clean Technology|, Clean Technology ,13700000.0,acquired,USA,Fremont,1.0,2007-01-01,2010-09-28,2010-09-28,13700000.0,0.0,0.0,2,0.0,16.432906463791053,0.6931471805599453,0.0,16.432906463791053,0.0,0.0,3
Echogen Power Systems,|Energy|, Energy ,500000.0,operating,USA,Akron,2.0,2007-01-01,2007-09-01,2010-06-30,100000.0,0.0,0.0,1,400000.0,13.122365377402328,1.0986122886681098,12.899222326086994,11.51293546492023,0.0,0.0,0
Echograph,|Photography|Video|Software|, Photography ,250000.0,acquired,USA,El Segundo,1.0,2012-10-01,2012-01-01,2012-01-01,0.0,0.0,0.0,0,250000.0,12.429220196836383,0.6931471805599453,12.429220196836383,0.0,0.0,0.0,0
Echoing Green,|Nonprofits|, Nonprofits ,100000.0,operating,USA,New York,1.0,1987-01-01,2013-09-16,2013-09-16,0.0,0.0,0.0,0,100000.0,11.51293546492023,0.6931471805599453,11.51293546492023,0.0,0.0,0.0,0
Echolocation,|Mobile|, Mobile ,200000.0,operating,USA,Brooklyn,1.0,2011-01-01,2013-01-08,2013-01-08,0.0,0.0,0.0,0,200000.0,12.206077645517674,0.6931471805599453,12.206077645517674,0.0,0.0,0.0,0
